date,geography,geography code,Rural Urban,Household Spaces: All categories: Household spaces; measures: Value,Household Spaces: Household spaces with at least one usual resident; measures: Value,Household Spaces: Household spaces with no usual residents; measures: Value
2011,M50  1,M50  1,Total,725,514,211
2011,M50  2,M50  2,Total,191,168,23
2011,M50  3,M50  3,Total,1841,1480,361
2011,M6   5,M6   5,Total,4520,4271,249
2011,M6   6,M6   6,Total,2005,1888,117
2011,M6   7,M6   7,Total,4042,3875,167
2011,M6   8,M6   8,Total,4288,4097,191
2011,M60  7,M60  7,Total,52,49,3
2011,M60  9,M60  9,Total,102,100,2
2011,M7   1,M7   1,Total,1771,1717,54
2011,M7   2,M7   2,Total,2431,2203,228
2011,M7   3,M7   3,Total,2441,2311,130
2011,M7   4,M7   4,Total,5129,4879,250
2011,M8   0,M8   0,Total,3372,3244,128
2011,M8   4,M8   4,Total,3351,3235,116
2011,M8   5,M8   5,Total,2472,2351,121
2011,M8   8,M8   8,Total,1419,1368,51
2011,M8   9,M8   9,Total,1269,1199,70
2011,M9   0,M9   0,Total,2103,2075,28
2011,M9   4,M9   4,Total,3652,3458,194
2011,M9   5,M9   5,Total,1766,1707,59
2011,M9   6,M9   6,Total,3922,3803,119
2011,M9   7,M9   7,Total,2841,2784,57
2011,M9   8,M9   8,Total,3827,3680,147
2011,ME1  1,ME1  1,Total,2881,2721,160
2011,ME1  2,ME1  2,Total,5936,5803,133
2011,ME1  3,ME1  3,Total,4477,4328,149
2011,ME10 1,ME10 1,Total,5847,5682,165
2011,ME10 2,ME10 2,Total,5785,5664,121
2011,ME10 3,ME10 3,Total,3266,3099,167
2011,ME10 4,ME10 4,Total,3986,3858,128
2011,ME10 5,ME10 5,Total,1043,1011,32
2011,ME11 5,ME11 5,Total,1503,1432,71
2011,ME12 1,ME12 1,Total,2985,2839,146
2011,ME12 2,ME12 2,Total,5527,5258,269
2011,ME12 3,ME12 3,Total,4783,4612,171
2011,ME12 4,ME12 4,Total,2624,2222,402
2011,ME13 0,ME13 0,Total,1545,1453,92
2011,ME13 7,ME13 7,Total,4197,4069,128
2011,ME13 8,ME13 8,Total,4406,4276,130
2011,ME13 9,ME13 9,Total,2183,2081,102
2011,ME14 1,ME14 1,Total,1442,1310,132
2011,ME14 2,ME14 2,Total,4570,4397,173
2011,ME14 3,ME14 3,Total,821,784,37
2011,ME14 4,ME14 4,Total,2609,2502,107
2011,ME14 5,ME14 5,Total,3945,3853,92
2011,ME15 0,ME15 0,Total,1664,1606,58
2011,ME15 6,ME15 6,Total,4527,4379,148
2011,ME15 7,ME15 7,Total,4489,4381,108
2011,ME15 8,ME15 8,Total,4764,4662,102
2011,ME15 9,ME15 9,Total,4530,4441,89
2011,ME16 0,ME16 0,Total,5778,5614,164
2011,ME16 8,ME16 8,Total,5060,4861,199
2011,ME16 9,ME16 9,Total,2194,2136,58
2011,ME17 1,ME17 1,Total,1978,1895,83
2011,ME17 2,ME17 2,Total,1740,1654,86
2011,ME17 3,ME17 3,Total,2352,2243,109
2011,ME17 4,ME17 4,Total,3338,3250,88
2011,ME18 5,ME18 5,Total,2038,1932,106
2011,ME18 6,ME18 6,Total,932,904,28
2011,ME19 4,ME19 4,Total,2778,2683,95
2011,ME19 5,ME19 5,Total,2644,2513,131
2011,ME19 6,ME19 6,Total,3289,3156,133
2011,ME2  1,ME2  1,Total,2281,2211,70
2011,ME2  2,ME2  2,Total,6053,5791,262
2011,ME2  3,ME2  3,Total,5101,4934,167
2011,ME2  4,ME2  4,Total,2978,2879,99
2011,ME20 6,ME20 6,Total,5437,5308,129
2011,ME20 7,ME20 7,Total,3077,2981,96
2011,ME3  0,ME3  0,Total,662,630,32
2011,ME3  7,ME3  7,Total,2644,2560,84
2011,ME3  8,ME3  8,Total,3343,3237,106
2011,ME3  9,ME3  9,Total,4531,4135,396
2011,ME4  3,ME4  3,Total,1197,1162,35
2011,ME4  4,ME4  4,Total,1819,1527,292
2011,ME4  5,ME4  5,Total,5733,5458,275
2011,ME4  6,ME4  6,Total,3908,3779,129
2011,ME5  0,ME5  0,Total,4954,4874,80
2011,ME5  7,ME5  7,Total,5309,5124,185
2011,ME5  8,ME5  8,Total,6067,5952,115
2011,ME5  9,ME5  9,Total,4832,4706,126
2011,ME6  5,ME6  5,Total,4474,4288,186
2011,ME7  1,ME7  1,Total,4713,4499,214
2011,ME7  2,ME7  2,Total,4971,4856,115
2011,ME7  3,ME7  3,Total,3373,3297,76
2011,ME7  4,ME7  4,Total,4016,3823,193
2011,ME7  5,ME7  5,Total,3991,3754,237
2011,ME8  0,ME8  0,Total,3847,3735,112
2011,ME8  6,ME8  6,Total,4268,4172,96
2011,ME8  7,ME8  7,Total,3386,3239,147
2011,ME8  8,ME8  8,Total,4120,4013,107
2011,ME8  9,ME8  9,Total,5261,5174,87
2011,ME9  0,ME9  0,Total,1132,1080,52
2011,ME9  7,ME9  7,Total,2853,2732,121
2011,ME9  8,ME9  8,Total,2505,2393,112
2011,ME9  9,ME9  9,Total,2103,2032,71
2011,MK1  1,MK1  1,Total,355,319,36
2011,MK10 7,MK10 7,Total,964,916,48
2011,MK10 9,MK10 9,Total,4248,4117,131
2011,MK11 1,MK11 1,Total,2757,2667,90
2011,MK11 2,MK11 2,Total,625,616,9
2011,MK12 5,MK12 5,Total,3296,3060,236
2011,MK12 6,MK12 6,Total,1997,1879,118
2011,MK13 0,MK13 0,Total,2041,1944,97
2011,MK13 7,MK13 7,Total,3185,3094,91
2011,MK13 8,MK13 8,Total,1290,1261,29
2011,MK13 9,MK13 9,Total,1280,1265,15
2011,MK14 5,MK14 5,Total,2888,2796,92
2011,MK14 6,MK14 6,Total,2454,2317,137
2011,MK14 7,MK14 7,Total,2319,2208,111
2011,MK15 0,MK15 0,Total,512,480,32
2011,MK15 8,MK15 8,Total,801,786,15
2011,MK15 9,MK15 9,Total,1869,1794,75
2011,MK16 0,MK16 0,Total,2328,2271,57
2011,MK16 8,MK16 8,Total,3411,3303,108
2011,MK16 9,MK16 9,Total,2074,2015,59
2011,MK17 0,MK17 0,Total,2525,2416,109
2011,MK17 8,MK17 8,Total,3013,2868,145
2011,MK17 9,MK17 9,Total,1972,1867,105
2011,MK18 1,MK18 1,Total,3853,3678,175
2011,MK18 2,MK18 2,Total,2398,2322,76
2011,MK18 3,MK18 3,Total,2635,2539,96
2011,MK18 4,MK18 4,Total,1493,1417,76
2011,MK18 5,MK18 5,Total,721,682,39
2011,MK18 7,MK18 7,Total,1460,1414,46
2011,MK19 6,MK19 6,Total,2635,2552,83
2011,MK19 7,MK19 7,Total,2043,1988,55
2011,MK2  2,MK2  2,Total,2977,2843,134
2011,MK2  3,MK2  3,Total,3044,2867,177
2011,MK3  5,MK3  5,Total,2758,2694,64
2011,MK3  6,MK3  6,Total,2345,2304,41
2011,MK3  7,MK3  7,Total,4228,4168,60
2011,MK4  1,MK4  1,Total,2346,2310,36
2011,MK4  2,MK4  2,Total,2161,2127,34
2011,MK4  3,MK4  3,Total,1336,1318,18
2011,MK4  4,MK4  4,Total,2519,2461,58
2011,MK40 1,MK40 1,Total,1969,1638,331
2011,MK40 2,MK40 2,Total,3624,3289,335
2011,MK40 3,MK40 3,Total,4047,3716,331
2011,MK40 4,MK40 4,Total,4384,4058,326
2011,MK41 0,MK41 0,Total,4087,3933,154
2011,MK41 6,MK41 6,Total,1929,1855,74
2011,MK41 7,MK41 7,Total,5282,5067,215
2011,MK41 8,MK41 8,Total,3364,3271,93
2011,MK41 9,MK41 9,Total,3340,3246,94
2011,MK42 0,MK42 0,Total,5204,4881,323
2011,MK42 6,MK42 6,Total,394,368,26
2011,MK42 7,MK42 7,Total,3485,3249,236
2011,MK42 8,MK42 8,Total,4423,4226,197
2011,MK42 9,MK42 9,Total,5149,4793,356
2011,MK43 0,MK43 0,Total,4695,4562,133
2011,MK43 7,MK43 7,Total,3148,3017,131
2011,MK43 8,MK43 8,Total,3042,2955,87
2011,MK43 9,MK43 9,Total,2601,2506,95
2011,MK44 1,MK44 1,Total,2262,2117,145
2011,MK44 2,MK44 2,Total,1531,1462,69
2011,MK44 3,MK44 3,Total,2949,2801,148
2011,MK45 1,MK45 1,Total,5304,5188,116
2011,MK45 2,MK45 2,Total,4350,4219,131
2011,MK45 3,MK45 3,Total,2578,2487,91
2011,MK45 4,MK45 4,Total,3846,3694,152
2011,MK45 5,MK45 5,Total,2024,1958,66
2011,MK46 4,MK46 4,Total,1435,1367,68
2011,MK46 5,MK46 5,Total,2543,2467,76
2011,MK5  6,MK5  6,Total,2054,1991,63
2011,MK5  7,MK5  7,Total,2524,2487,37
2011,MK5  8,MK5  8,Total,1267,1238,29
2011,MK6  2,MK6  2,Total,3879,3759,120
2011,MK6  3,MK6  3,Total,2304,2234,70
2011,MK6  4,MK6  4,Total,2394,2344,50
2011,MK6  5,MK6  5,Total,2216,2154,62
2011,MK7  6,MK7  6,Total,1002,980,22
2011,MK7  7,MK7  7,Total,2936,2864,72
2011,MK7  8,MK7  8,Total,2031,1995,36
2011,MK8  0,MK8  0,Total,1731,1699,32
2011,MK8  8,MK8  8,Total,1821,1796,25
2011,MK8  9,MK8  9,Total,1200,1180,20
2011,MK9  2,MK9  2,Total,1070,884,186
2011,MK9  3,MK9  3,Total,894,769,125
2011,MK9  4,MK9  4,Total,231,203,28
2011,N1   0,N1   0,Total,4872,4664,208
2011,N1   1,N1   1,Total,4581,4262,319
2011,N1   2,N1   2,Total,5668,5393,275
2011,N1   3,N1   3,Total,4020,3924,96
2011,N1   4,N1   4,Total,4112,3983,129
2011,N1   5,N1   5,Total,4127,4064,63
2011,N1   6,N1   6,Total,3590,3546,44
2011,N1   7,N1   7,Total,5296,5203,93
2011,N1   8,N1   8,Total,3761,3625,136
2011,N1   9,N1   9,Total,3165,2929,236
2011,N10  1,N10  1,Total,3599,3508,91
2011,N10  2,N10  2,Total,4087,4008,79
2011,N10  3,N10  3,Total,4063,3944,119
2011,N11  1,N11  1,Total,3816,3732,84
2011,N11  2,N11  2,Total,4245,4164,81
2011,N11  3,N11  3,Total,3900,3776,124
2011,N12  0,N12  0,Total,3237,3172,65
2011,N12  7,N12  7,Total,2063,2016,47
2011,N12  8,N12  8,Total,3517,3407,110
2011,N12  9,N12  9,Total,2938,2886,52
2011,N13  4,N13  4,Total,5328,5173,155
2011,N13  5,N13  5,Total,4877,4814,63
2011,N13  6,N13  6,Total,2375,2338,37
2011,N14  4,N14  4,Total,4343,4240,103
2011,N14  5,N14  5,Total,2317,2276,41
2011,N14  6,N14  6,Total,2820,2744,76
2011,N14  7,N14  7,Total,2150,2115,35
2011,N15  3,N15  3,Total,4306,4108,198
2011,N15  4,N15  4,Total,4387,4203,184
2011,N15  5,N15  5,Total,3832,3756,76
2011,N15  6,N15  6,Total,4705,4426,279
2011,N16  0,N16  0,Total,3629,3565,64
2011,N16  5,N16  5,Total,5858,5658,200
2011,N16  6,N16  6,Total,4961,4829,132
2011,N16  7,N16  7,Total,4856,4747,109
2011,N16  8,N16  8,Total,4988,4863,125
2011,N16  9,N16  9,Total,2716,2612,104
2011,N17  0,N17  0,Total,4508,4281,227
2011,N17  6,N17  6,Total,8351,7848,503
2011,N17  7,N17  7,Total,3682,3610,72
2011,N17  8,N17  8,Total,3223,3121,102
2011,N17  9,N17  9,Total,4946,4813,133
2011,N18  1,N18  1,Total,5594,5514,80
2011,N18  2,N18  2,Total,5991,5908,83
2011,N19  3,N19  3,Total,5712,5549,163
2011,N19  4,N19  4,Total,4821,4668,153
2011,N19  5,N19  5,Total,5059,4901,158
2011,N2   0,N2   0,Total,4209,3976,233
2011,N2   8,N2   8,Total,2762,2710,52
2011,N2   9,N2   9,Total,3041,2950,91
2011,N20  0,N20  0,Total,4348,4251,97
2011,N20  8,N20  8,Total,1557,1486,71
2011,N20  9,N20  9,Total,1624,1581,43
2011,N21  1,N21  1,Total,3669,3586,83
2011,N21  2,N21  2,Total,2708,2650,58
2011,N21  3,N21  3,Total,3064,3011,53
2011,N22  5,N22  5,Total,5352,5236,116
2011,N22  6,N22  6,Total,5035,4941,94
2011,N22  7,N22  7,Total,3019,2966,53
2011,N22  8,N22  8,Total,4044,3969,75
2011,N3   1,N3   1,Total,3736,3643,93
2011,N3   2,N3   2,Total,3739,3637,102
2011,N3   3,N3   3,Total,3331,3198,133
2011,N4   1,N4   1,Total,5480,5045,435
2011,N4   2,N4   2,Total,7432,6995,437
2011,N4   3,N4   3,Total,5581,5285,296
2011,N4   4,N4   4,Total,3400,3145,255
2011,N5   1,N5   1,Total,5733,5486,247
2011,N5   2,N5   2,Total,5740,5584,156
2011,N6   4,N6   4,Total,2310,2203,107
2011,N6   5,N6   5,Total,5367,5180,187
2011,N6   6,N6   6,Total,1677,1550,127
2011,N7   0,N7   0,Total,5940,5701,239
2011,N7   6,N7   6,Total,3331,3128,203
2011,N7   7,N7   7,Total,3268,3149,119
2011,N7   8,N7   8,Total,5354,5081,273
2011,N7   9,N7   9,Total,4421,4267,154
2011,N8   0,N8   0,Total,4856,4554,302
2011,N8   7,N8   7,Total,4569,4452,117
2011,N8   8,N8   8,Total,3808,3708,100
2011,N8   9,N8   9,Total,4803,4654,149
2011,N9   0,N9   0,Total,4770,4701,69
2011,N9   7,N9   7,Total,3833,3781,52
2011,N9   8,N9   8,Total,4804,4725,79
2011,N9   9,N9   9,Total,6473,6333,140
2011,NE1  2,NE1  2,Total,1490,1388,102
2011,NE1  3,NE1  3,Total,452,396,56
2011,NE1  4,NE1  4,Total,1133,1058,75
2011,NE1  5,NE1  5,Total,641,577,64
2011,NE1  6,NE1  6,Total,435,377,58
2011,NE1  8,NE1  8,Total,286,275,11
2011,NE10 0,NE10 0,Total,4533,4245,288
2011,NE10 8,NE10 8,Total,7874,7735,139
2011,NE10 9,NE10 9,Total,4438,4304,134
2011,NE11 0,NE11 0,Total,1880,1834,46
2011,NE11 9,NE11 9,Total,5508,5346,162
2011,NE12 5,NE12 5,Total,844,829,15
2011,NE12 6,NE12 6,Total,3859,3794,65
2011,NE12 7,NE12 7,Total,2289,2246,43
2011,NE12 8,NE12 8,Total,4830,4740,90
2011,NE12 9,NE12 9,Total,4338,4214,124
2011,NE13 6,NE13 6,Total,2747,2666,81
2011,NE13 7,NE13 7,Total,2465,2377,88
2011,NE13 8,NE13 8,Total,465,446,19
2011,NE13 9,NE13 9,Total,408,391,17
2011,NE15 0,NE15 0,Total,988,932,56
2011,NE15 6,NE15 6,Total,2635,2576,59
2011,NE15 7,NE15 7,Total,4063,3982,81
2011,NE15 8,NE15 8,Total,4165,4024,141
2011,NE15 9,NE15 9,Total,2797,2727,70
2011,NE16 3,NE16 3,Total,1507,1428,79
2011,NE16 4,NE16 4,Total,2970,2868,102
2011,NE16 5,NE16 5,Total,4850,4770,80
2011,NE16 6,NE16 6,Total,2315,2245,70
2011,NE17 7,NE17 7,Total,2337,2167,170
2011,NE18 0,NE18 0,Total,417,387,30
2011,NE19 1,NE19 1,Total,609,537,72
2011,NE19 2,NE19 2,Total,475,442,33
2011,NE2  1,NE2  1,Total,3891,3742,149
2011,NE2  2,NE2  2,Total,2711,2564,147
2011,NE2  3,NE2  3,Total,2594,2480,114
2011,NE2  4,NE2  4,Total,1722,1617,105
2011,NE20 0,NE20 0,Total,598,550,48
2011,NE20 9,NE20 9,Total,4529,4322,207
2011,NE21 4,NE21 4,Total,2502,2380,122
2011,NE21 5,NE21 5,Total,2389,2305,84
2011,NE21 6,NE21 6,Total,2968,2897,71
2011,NE22 5,NE22 5,Total,4169,4038,131
2011,NE22 6,NE22 6,Total,2425,2374,51
2011,NE22 7,NE22 7,Total,1516,1426,90
2011,NE23 1,NE23 1,Total,1593,1570,23
2011,NE23 2,NE23 2,Total,2349,2312,37
2011,NE23 3,NE23 3,Total,2194,2170,24
2011,NE23 6,NE23 6,Total,5242,5111,131
2011,NE23 7,NE23 7,Total,4882,4750,132
2011,NE23 8,NE23 8,Total,1114,1088,26
2011,NE24 1,NE24 1,Total,1963,1777,186
2011,NE24 2,NE24 2,Total,3096,2947,149
2011,NE24 3,NE24 3,Total,4901,4796,105
2011,NE24 4,NE24 4,Total,3262,3173,89
2011,NE24 5,NE24 5,Total,4161,4048,113
2011,NE25 0,NE25 0,Total,4449,4313,136
2011,NE25 8,NE25 8,Total,3968,3849,119
2011,NE25 9,NE25 9,Total,5080,4947,133
2011,NE26 1,NE26 1,Total,2148,2065,83
2011,NE26 2,NE26 2,Total,2141,1991,150
2011,NE26 3,NE26 3,Total,2340,2251,89
2011,NE26 4,NE26 4,Total,2062,2008,54
2011,NE27 0,NE27 0,Total,5294,5122,172
2011,NE28 0,NE28 0,Total,4010,3891,119
2011,NE28 6,NE28 6,Total,2893,2642,251
2011,NE28 7,NE28 7,Total,3870,3699,171
2011,NE28 8,NE28 8,Total,4597,4432,165
2011,NE28 9,NE28 9,Total,6063,5860,203
2011,NE29 0,NE29 0,Total,3189,3093,96
2011,NE29 6,NE29 6,Total,4300,4111,189
2011,NE29 7,NE29 7,Total,3889,3771,118
2011,NE29 8,NE29 8,Total,4023,3921,102
2011,NE29 9,NE29 9,Total,1901,1830,71
2011,NE3  1,NE3  1,Total,4197,4014,183
2011,NE3  2,NE3  2,Total,6087,5889,198
2011,NE3  3,NE3  3,Total,5045,4923,122
2011,NE3  4,NE3  4,Total,4500,4367,133
2011,NE3  5,NE3  5,Total,3422,3235,187
2011,NE30 1,NE30 1,Total,881,791,90
2011,NE30 2,NE30 2,Total,3833,3705,128
2011,NE30 3,NE30 3,Total,3800,3726,74
2011,NE30 4,NE30 4,Total,2768,2582,186
2011,NE31 1,NE31 1,Total,4662,4506,156
2011,NE31 2,NE31 2,Total,4616,4504,112
2011,NE32 3,NE32 3,Total,2506,2396,110
2011,NE32 4,NE32 4,Total,4722,4628,94
2011,NE32 5,NE32 5,Total,4384,4276,108
2011,NE33 1,NE33 1,Total,811,765,46
2011,NE33 2,NE33 2,Total,2847,2672,175
2011,NE33 3,NE33 3,Total,3944,3776,168
2011,NE33 4,NE33 4,Total,3962,3714,248
2011,NE33 5,NE33 5,Total,2512,2344,168
2011,NE34 0,NE34 0,Total,5031,4812,219
2011,NE34 6,NE34 6,Total,4153,4033,120
2011,NE34 7,NE34 7,Total,5151,4991,160
2011,NE34 8,NE34 8,Total,4762,4647,115
2011,NE34 9,NE34 9,Total,5111,4936,175
2011,NE35 9,NE35 9,Total,2909,2805,104
2011,NE36 0,NE36 0,Total,3155,3035,120
2011,NE37 1,NE37 1,Total,4043,3974,69
2011,NE37 2,NE37 2,Total,3274,3190,84
2011,NE37 3,NE37 3,Total,1931,1872,59
2011,NE38 0,NE38 0,Total,4009,3944,65
2011,NE38 7,NE38 7,Total,4108,4004,104
2011,NE38 8,NE38 8,Total,3203,3120,83
2011,NE38 9,NE38 9,Total,2185,2142,43
2011,NE39 1,NE39 1,Total,1790,1738,52
2011,NE39 2,NE39 2,Total,2033,1966,67
2011,NE4  5,NE4  5,Total,3117,2996,121
2011,NE4  6,NE4  6,Total,3419,2914,505
2011,NE4  7,NE4  7,Total,1433,1325,108
2011,NE4  8,NE4  8,Total,3085,2897,188
2011,NE4  9,NE4  9,Total,4208,4068,140
2011,NE40 3,NE40 3,Total,3457,3360,97
2011,NE40 4,NE40 4,Total,3595,3489,106
2011,NE41 8,NE41 8,Total,1001,950,51
2011,NE42 5,NE42 5,Total,2996,2913,83
2011,NE42 6,NE42 6,Total,2437,2368,69
2011,NE43 7,NE43 7,Total,1977,1895,82
2011,NE44 6,NE44 6,Total,427,407,20
2011,NE45 5,NE45 5,Total,1811,1684,127
2011,NE46 1,NE46 1,Total,1937,1831,106
2011,NE46 2,NE46 2,Total,1918,1852,66
2011,NE46 3,NE46 3,Total,1709,1602,107
2011,NE46 4,NE46 4,Total,1540,1460,80
2011,NE47 0,NE47 0,Total,458,418,40
2011,NE47 5,NE47 5,Total,403,386,17
2011,NE47 6,NE47 6,Total,1011,943,68
2011,NE47 7,NE47 7,Total,508,474,34
2011,NE47 8,NE47 8,Total,236,203,33
2011,NE47 9,NE47 9,Total,1039,917,122
2011,NE48 1,NE48 1,Total,426,363,63
2011,NE48 2,NE48 2,Total,912,824,88
2011,NE48 3,NE48 3,Total,533,495,38
2011,NE48 4,NE48 4,Total,265,245,20
2011,NE49 0,NE49 0,Total,579,512,67
2011,NE49 9,NE49 9,Total,1568,1497,71
2011,NE5  1,NE5  1,Total,3886,3837,49
2011,NE5  2,NE5  2,Total,6457,6336,121
2011,NE5  3,NE5  3,Total,4449,4265,184
2011,NE5  4,NE5  4,Total,3865,3765,100
2011,NE5  5,NE5  5,Total,3167,3112,55
2011,NE6  1,NE6  1,Total,1765,1688,77
2011,NE6  2,NE6  2,Total,5766,5569,197
2011,NE6  3,NE6  3,Total,3935,3852,83
2011,NE6  4,NE6  4,Total,5500,5355,145
2011,NE6  5,NE6  5,Total,6848,6548,300
2011,NE61 1,NE61 1,Total,2027,1927,100
2011,NE61 2,NE61 2,Total,4018,3908,110
2011,NE61 3,NE61 3,Total,1667,1603,64
2011,NE61 4,NE61 4,Total,602,548,54
2011,NE61 5,NE61 5,Total,3729,3554,175
2011,NE61 6,NE61 6,Total,2237,2155,82
2011,NE62 5,NE62 5,Total,4493,4324,169
2011,NE63 0,NE63 0,Total,3997,3799,198
2011,NE63 8,NE63 8,Total,3823,3710,113
2011,NE63 9,NE63 9,Total,5276,4901,375
2011,NE64 6,NE64 6,Total,3089,2853,236
2011,NE65 0,NE65 0,Total,3877,3564,313
2011,NE65 7,NE65 7,Total,2078,1815,263
2011,NE65 8,NE65 8,Total,1019,945,74
2011,NE65 9,NE65 9,Total,2664,2505,159
2011,NE66 1,NE66 1,Total,3439,3150,289
2011,NE66 2,NE66 2,Total,1947,1745,202
2011,NE66 3,NE66 3,Total,2446,1945,501
2011,NE66 4,NE66 4,Total,844,695,149
2011,NE66 5,NE66 5,Total,196,159,37
2011,NE67 5,NE67 5,Total,871,447,424
2011,NE68 7,NE68 7,Total,1341,952,389
2011,NE69 7,NE69 7,Total,420,222,198
2011,NE7  7,NE7  7,Total,6408,6185,223
2011,NE70 7,NE70 7,Total,1026,808,218
2011,NE71 6,NE71 6,Total,1740,1443,297
2011,NE8  1,NE8  1,Total,2561,2391,170
2011,NE8  2,NE8  2,Total,3915,3679,236
2011,NE8  3,NE8  3,Total,4320,4026,294
2011,NE8  4,NE8  4,Total,5872,5430,442
2011,NE9  5,NE9  5,Total,4642,4500,142
2011,NE9  6,NE9  6,Total,6997,6867,130
2011,NE9  7,NE9  7,Total,5283,5181,102
2011,NG1  1,NG1  1,Total,2379,2162,217
2011,NG1  3,NG1  3,Total,1548,1470,78
2011,NG1  4,NG1  4,Total,1231,1196,35
2011,NG1  5,NG1  5,Total,875,807,68
2011,NG1  6,NG1  6,Total,167,146,21
2011,NG1  7,NG1  7,Total,382,258,124
2011,NG10 1,NG10 1,Total,3822,3658,164
2011,NG10 2,NG10 2,Total,2143,2072,71
2011,NG10 3,NG10 3,Total,6389,6231,158
2011,NG10 4,NG10 4,Total,4911,4713,198
2011,NG10 5,NG10 5,Total,4023,3827,196
2011,NG11 0,NG11 0,Total,1115,1073,42
2011,NG11 6,NG11 6,Total,3661,3541,120
2011,NG11 7,NG11 7,Total,1987,1952,35
2011,NG11 8,NG11 8,Total,5832,5721,111
2011,NG11 9,NG11 9,Total,3934,3847,87
2011,NG12 1,NG12 1,Total,1113,1087,26
2011,NG12 2,NG12 2,Total,2961,2844,117
2011,NG12 3,NG12 3,Total,4588,4483,105
2011,NG12 4,NG12 4,Total,2113,2035,78
2011,NG12 5,NG12 5,Total,3773,3620,153
2011,NG13 0,NG13 0,Total,1979,1919,60
2011,NG13 8,NG13 8,Total,5154,4990,164
2011,NG13 9,NG13 9,Total,1884,1819,65
2011,NG14 5,NG14 5,Total,1771,1708,63
2011,NG14 6,NG14 6,Total,4263,4121,142
2011,NG14 7,NG14 7,Total,2141,2089,52
2011,NG15 0,NG15 0,Total,944,884,60
2011,NG15 6,NG15 6,Total,6316,6167,149
2011,NG15 7,NG15 7,Total,6061,5774,287
2011,NG15 8,NG15 8,Total,2253,2188,65
2011,NG15 9,NG15 9,Total,2584,2508,76
2011,NG16 1,NG16 1,Total,3925,3795,130
2011,NG16 2,NG16 2,Total,7362,7129,233
2011,NG16 3,NG16 3,Total,4953,4725,228
2011,NG16 4,NG16 4,Total,2467,2371,96
2011,NG16 5,NG16 5,Total,4428,4297,131
2011,NG16 6,NG16 6,Total,5061,4861,200
2011,NG17 1,NG17 1,Total,2772,2690,82
2011,NG17 2,NG17 2,Total,6531,6288,243
2011,NG17 3,NG17 3,Total,4033,3868,165
2011,NG17 4,NG17 4,Total,4388,4188,200
2011,NG17 5,NG17 5,Total,2793,2705,88
2011,NG17 7,NG17 7,Total,4046,3880,166
2011,NG17 8,NG17 8,Total,4845,4661,184
2011,NG17 9,NG17 9,Total,2800,2724,76
2011,NG18 1,NG18 1,Total,705,619,86
2011,NG18 2,NG18 2,Total,3827,3617,210
2011,NG18 3,NG18 3,Total,5139,4987,152
2011,NG18 4,NG18 4,Total,5779,5516,263
2011,NG18 5,NG18 5,Total,3549,3371,178
2011,NG19 0,NG19 0,Total,4907,4707,200
2011,NG19 6,NG19 6,Total,5423,5255,168
2011,NG19 7,NG19 7,Total,4077,3882,195
2011,NG19 8,NG19 8,Total,4595,4459,136
2011,NG19 9,NG19 9,Total,4303,4154,149
2011,NG2  1,NG2  1,Total,1113,1070,43
2011,NG2  2,NG2  2,Total,2624,2508,116
2011,NG2  3,NG2  3,Total,1011,923,88
2011,NG2  4,NG2  4,Total,4918,4634,284
2011,NG2  5,NG2  5,Total,3751,3639,112
2011,NG2  6,NG2  6,Total,5462,5299,163
2011,NG2  7,NG2  7,Total,6823,6597,226
2011,NG20 0,NG20 0,Total,4025,3867,158
2011,NG20 8,NG20 8,Total,4426,4203,223
2011,NG20 9,NG20 9,Total,2952,2797,155
2011,NG21 0,NG21 0,Total,5285,5116,169
2011,NG21 9,NG21 9,Total,4338,4175,163
2011,NG22 0,NG22 0,Total,3079,2907,172
2011,NG22 8,NG22 8,Total,3252,3125,127
2011,NG22 9,NG22 9,Total,5302,5054,248
2011,NG23 5,NG23 5,Total,3101,2947,154
2011,NG23 6,NG23 6,Total,2327,2228,99
2011,NG23 7,NG23 7,Total,2181,2068,113
2011,NG24 1,NG24 1,Total,3591,3283,308
2011,NG24 2,NG24 2,Total,4501,4320,181
2011,NG24 3,NG24 3,Total,6130,5931,199
2011,NG24 4,NG24 4,Total,6551,6250,301
2011,NG25 0,NG25 0,Total,3857,3718,139
2011,NG3  1,NG3  1,Total,1768,1722,46
2011,NG3  2,NG3  2,Total,2242,2166,76
2011,NG3  3,NG3  3,Total,3286,3155,131
2011,NG3  4,NG3  4,Total,2018,1906,112
2011,NG3  5,NG3  5,Total,4575,4315,260
2011,NG3  6,NG3  6,Total,5180,4968,212
2011,NG3  7,NG3  7,Total,2925,2860,65
2011,NG31 6,NG31 6,Total,2076,1876,200
2011,NG31 7,NG31 7,Total,5942,5646,296
2011,NG31 8,NG31 8,Total,6043,5930,113
2011,NG31 9,NG31 9,Total,5728,5582,146
2011,NG32 1,NG32 1,Total,1946,1870,76
2011,NG32 2,NG32 2,Total,1571,1521,50
2011,NG32 3,NG32 3,Total,2094,2019,75
2011,NG33 4,NG33 4,Total,2128,2034,94
2011,NG33 5,NG33 5,Total,2308,2198,110
2011,NG34 0,NG34 0,Total,2658,2549,109
2011,NG34 7,NG34 7,Total,5903,5722,181
2011,NG34 8,NG34 8,Total,4834,4586,248
2011,NG34 9,NG34 9,Total,5095,4950,145
2011,NG4  1,NG4  1,Total,5848,5697,151
2011,NG4  2,NG4  2,Total,4121,3958,163
