date,geography,geography code,Rural Urban,Household Spaces: All categories: Household spaces; measures: Value,Household Spaces: Household spaces with at least one usual resident; measures: Value,Household Spaces: Household spaces with no usual residents; measures: Value
2011,GL1  3,GL1  3,Total,2960,2680,280
2011,GL1  4,GL1  4,Total,5037,4607,430
2011,GL1  5,GL1  5,Total,4474,4191,283
2011,GL10 2,GL10 2,Total,2925,2843,82
2011,GL10 3,GL10 3,Total,3078,2957,121
2011,GL11 4,GL11 4,Total,2807,2693,114
2011,GL11 5,GL11 5,Total,3540,3446,94
2011,GL11 6,GL11 6,Total,1689,1631,58
2011,GL12 7,GL12 7,Total,2786,2680,106
2011,GL12 8,GL12 8,Total,3067,3006,61
2011,GL13 9,GL13 9,Total,2591,2479,112
2011,GL14 1,GL14 1,Total,1597,1504,93
2011,GL14 2,GL14 2,Total,3712,3573,139
2011,GL14 3,GL14 3,Total,1681,1625,56
2011,GL15 4,GL15 4,Total,2198,2073,125
2011,GL15 5,GL15 5,Total,3899,3725,174
2011,GL15 6,GL15 6,Total,3206,2989,217
2011,GL16 7,GL16 7,Total,3122,3000,122
2011,GL16 8,GL16 8,Total,2926,2746,180
2011,GL17 0,GL17 0,Total,1937,1799,138
2011,GL17 9,GL17 9,Total,3001,2804,197
2011,GL18 1,GL18 1,Total,2750,2575,175
2011,GL18 2,GL18 2,Total,652,614,38
2011,GL19 3,GL19 3,Total,2570,2423,147
2011,GL19 4,GL19 4,Total,1403,1289,114
2011,GL2  0,GL2  0,Total,4990,4845,145
2011,GL2  2,GL2  2,Total,1787,1722,65
2011,GL2  3,GL2  3,Total,207,203,4
2011,GL2  4,GL2  4,Total,6611,6462,149
2011,GL2  5,GL2  5,Total,1641,1591,50
2011,GL2  7,GL2  7,Total,1918,1833,85
2011,GL2  8,GL2  8,Total,1518,1441,77
2011,GL2  9,GL2  9,Total,2923,2772,151
2011,GL20 5,GL20 5,Total,3659,3440,219
2011,GL20 6,GL20 6,Total,1181,1118,63
2011,GL20 7,GL20 7,Total,3151,3025,126
2011,GL20 8,GL20 8,Total,4614,4494,120
2011,GL3  1,GL3  1,Total,2561,2466,95
2011,GL3  2,GL3  2,Total,3314,3205,109
2011,GL3  3,GL3  3,Total,3955,3778,177
2011,GL3  4,GL3  4,Total,3694,3533,161
2011,GL4  0,GL4  0,Total,5335,5224,111
2011,GL4  3,GL4  3,Total,1399,1347,52
2011,GL4  4,GL4  4,Total,4277,4155,122
2011,GL4  5,GL4  5,Total,3565,3517,48
2011,GL4  6,GL4  6,Total,4621,4426,195
2011,GL4  8,GL4  8,Total,1116,1076,40
2011,GL5  1,GL5  1,Total,3631,3490,141
2011,GL5  2,GL5  2,Total,2156,2005,151
2011,GL5  3,GL5  3,Total,1935,1861,74
2011,GL5  4,GL5  4,Total,4625,4469,156
2011,GL5  5,GL5  5,Total,1643,1540,103
2011,GL50 1,GL50 1,Total,730,616,114
2011,GL50 2,GL50 2,Total,4589,4212,377
2011,GL50 3,GL50 3,Total,2125,1896,229
2011,GL50 4,GL50 4,Total,3793,3610,183
2011,GL51 0,GL51 0,Total,5397,5200,197
2011,GL51 3,GL51 3,Total,4555,4443,112
2011,GL51 4,GL51 4,Total,1107,1038,69
2011,GL51 6,GL51 6,Total,3504,3369,135
2011,GL51 7,GL51 7,Total,2902,2814,88
2011,GL51 8,GL51 8,Total,2952,2838,114
2011,GL51 9,GL51 9,Total,2512,2440,72
2011,GL52 2,GL52 2,Total,2774,2546,228
2011,GL52 3,GL52 3,Total,2533,2415,118
2011,GL52 5,GL52 5,Total,3767,3654,113
2011,GL52 6,GL52 6,Total,4429,4207,222
2011,GL52 7,GL52 7,Total,648,636,12
2011,GL52 8,GL52 8,Total,4385,4247,138
2011,GL52 9,GL52 9,Total,1672,1600,72
2011,GL53 0,GL53 0,Total,1829,1792,37
2011,GL53 7,GL53 7,Total,2774,2637,137
2011,GL53 8,GL53 8,Total,2265,2182,83
2011,GL53 9,GL53 9,Total,1826,1734,92
2011,GL54 1,GL54 1,Total,1724,1410,314
2011,GL54 2,GL54 2,Total,2713,2444,269
2011,GL54 3,GL54 3,Total,1852,1620,232
2011,GL54 4,GL54 4,Total,1341,1224,117
2011,GL54 5,GL54 5,Total,3560,3191,369
2011,GL55 6,GL55 6,Total,2822,2451,371
2011,GL56 0,GL56 0,Total,2785,2444,341
2011,GL56 9,GL56 9,Total,1736,1471,265
2011,GL6  0,GL6  0,Total,2868,2710,158
2011,GL6  6,GL6  6,Total,1915,1786,129
2011,GL6  7,GL6  7,Total,1822,1639,183
2011,GL6  8,GL6  8,Total,2847,2727,120
2011,GL6  9,GL6  9,Total,1731,1610,121
2011,GL7  1,GL7  1,Total,6414,6210,204
2011,GL7  2,GL7  2,Total,2372,2272,100
2011,GL7  3,GL7  3,Total,2291,2102,189
2011,GL7  4,GL7  4,Total,1923,1822,101
2011,GL7  5,GL7  5,Total,3482,3087,395
2011,GL7  6,GL7  6,Total,2143,1791,352
2011,GL7  7,GL7  7,Total,968,886,82
2011,GL8  8,GL8  8,Total,3974,3694,280
2011,GL9  1,GL9  1,Total,1131,1089,42
2011,GU1  1,GU1  1,Total,4461,4236,225
2011,GU1  2,GU1  2,Total,3812,3622,190
2011,GU1  3,GU1  3,Total,2393,2185,208
2011,GU1  4,GU1  4,Total,2536,2329,207
2011,GU10 1,GU10 1,Total,1980,1935,45
2011,GU10 2,GU10 2,Total,1147,1084,63
2011,GU10 3,GU10 3,Total,1687,1604,83
2011,GU10 4,GU10 4,Total,2691,2604,87
2011,GU10 5,GU10 5,Total,1510,1448,62
2011,GU11 1,GU11 1,Total,2711,2508,203
2011,GU11 2,GU11 2,Total,1181,1079,102
2011,GU11 3,GU11 3,Total,5262,5059,203
2011,GU12 4,GU12 4,Total,5951,5696,255
2011,GU12 5,GU12 5,Total,3402,3339,63
2011,GU12 6,GU12 6,Total,3926,3844,82
2011,GU14 0,GU14 0,Total,3278,3183,95
2011,GU14 6,GU14 6,Total,4133,3955,178
2011,GU14 7,GU14 7,Total,2691,2579,112
2011,GU14 8,GU14 8,Total,6229,6107,122
2011,GU14 9,GU14 9,Total,5935,5840,95
2011,GU15 1,GU15 1,Total,3834,3762,72
2011,GU15 2,GU15 2,Total,3817,3656,161
2011,GU15 3,GU15 3,Total,2945,2740,205
2011,GU15 4,GU15 4,Total,3059,2918,141
2011,GU16 6,GU16 6,Total,4129,4012,117
2011,GU16 7,GU16 7,Total,823,801,22
2011,GU16 8,GU16 8,Total,2995,2951,44
2011,GU16 9,GU16 9,Total,1459,1438,21
2011,GU17 0,GU17 0,Total,2684,2649,35
2011,GU17 9,GU17 9,Total,1584,1540,44
2011,GU18 5,GU18 5,Total,2848,2778,70
2011,GU19 5,GU19 5,Total,2409,2332,77
2011,GU2  4,GU2  4,Total,1371,1288,83
2011,GU2  7,GU2  7,Total,2786,2679,107
2011,GU2  8,GU2  8,Total,3274,3162,112
2011,GU2  9,GU2  9,Total,4805,4644,161
2011,GU20 6,GU20 6,Total,1896,1782,114
2011,GU21 2,GU21 2,Total,4638,4538,100
2011,GU21 3,GU21 3,Total,4717,4638,79
2011,GU21 4,GU21 4,Total,3815,3723,92
2011,GU21 5,GU21 5,Total,3169,3076,93
2011,GU21 6,GU21 6,Total,1190,1085,105
2011,GU21 7,GU21 7,Total,926,903,23
2011,GU21 8,GU21 8,Total,1742,1717,25
2011,GU22 0,GU22 0,Total,2771,2701,70
2011,GU22 7,GU22 7,Total,4232,4035,197
2011,GU22 8,GU22 8,Total,3595,3466,129
2011,GU22 9,GU22 9,Total,3163,3071,92
2011,GU23 6,GU23 6,Total,1616,1532,84
2011,GU23 7,GU23 7,Total,1172,1142,30
2011,GU24 0,GU24 0,Total,1698,1590,108
2011,GU24 8,GU24 8,Total,1886,1761,125
2011,GU24 9,GU24 9,Total,3063,2998,65
2011,GU25 4,GU25 4,Total,2357,2131,226
2011,GU26 6,GU26 6,Total,3135,2977,158
2011,GU27 1,GU27 1,Total,2960,2844,116
2011,GU27 2,GU27 2,Total,2237,2122,115
2011,GU27 3,GU27 3,Total,2437,2327,110
2011,GU28 0,GU28 0,Total,1842,1660,182
2011,GU28 9,GU28 9,Total,1283,1164,119
2011,GU29 0,GU29 0,Total,1588,1434,154
2011,GU29 9,GU29 9,Total,2988,2837,151
2011,GU3  1,GU3  1,Total,937,914,23
2011,GU3  2,GU3  2,Total,1110,1092,18
2011,GU3  3,GU3  3,Total,2569,2482,87
2011,GU30 7,GU30 7,Total,4038,3783,255
2011,GU31 4,GU31 4,Total,3361,3294,67
2011,GU31 5,GU31 5,Total,1652,1531,121
2011,GU32 1,GU32 1,Total,1401,1322,79
2011,GU32 2,GU32 2,Total,1473,1425,48
2011,GU32 3,GU32 3,Total,2286,2194,92
2011,GU33 6,GU33 6,Total,804,770,34
2011,GU33 7,GU33 7,Total,2659,2594,65
2011,GU34 1,GU34 1,Total,2978,2882,96
2011,GU34 2,GU34 2,Total,4337,4241,96
2011,GU34 3,GU34 3,Total,1109,1042,67
2011,GU34 4,GU34 4,Total,1605,1500,105
2011,GU34 5,GU34 5,Total,2736,2618,118
2011,GU35 0,GU35 0,Total,4503,4247,256
2011,GU35 8,GU35 8,Total,2400,2291,109
2011,GU35 9,GU35 9,Total,2653,2568,85
2011,GU4  7,GU4  7,Total,4622,4520,102
2011,GU4  8,GU4  8,Total,2222,2143,79
2011,GU46 6,GU46 6,Total,4480,4417,63
2011,GU46 7,GU46 7,Total,1431,1416,15
2011,GU47 0,GU47 0,Total,4273,4215,58
2011,GU47 8,GU47 8,Total,1702,1677,25
2011,GU47 9,GU47 9,Total,1636,1593,43
2011,GU5  0,GU5  0,Total,2940,2772,168
2011,GU5  9,GU5  9,Total,1826,1726,100
2011,GU51 1,GU51 1,Total,1871,1839,32
2011,GU51 2,GU51 2,Total,1076,1055,21
2011,GU51 3,GU51 3,Total,3699,3593,106
2011,GU51 4,GU51 4,Total,1701,1650,51
2011,GU51 5,GU51 5,Total,1320,1285,35
2011,GU52 0,GU52 0,Total,1013,992,21
2011,GU52 6,GU52 6,Total,3107,3041,66
2011,GU52 7,GU52 7,Total,1282,1266,16
2011,GU52 8,GU52 8,Total,1023,954,69
2011,GU6  7,GU6  7,Total,3562,3434,128
2011,GU6  8,GU6  8,Total,2731,2505,226
2011,GU7  1,GU7  1,Total,3263,3121,142
2011,GU7  2,GU7  2,Total,2707,2626,81
2011,GU7  3,GU7  3,Total,3635,3521,114
2011,GU8  4,GU8  4,Total,2345,2220,125
2011,GU8  5,GU8  5,Total,3321,3173,148
2011,GU8  6,GU8  6,Total,1638,1566,72
2011,GU9  0,GU9  0,Total,3069,2987,82
2011,GU9  7,GU9  7,Total,2512,2296,216
2011,GU9  8,GU9  8,Total,4068,3924,144
2011,GU9  9,GU9  9,Total,3223,3134,89
2011,HA0  1,HA0  1,Total,3210,3145,65
2011,HA0  2,HA0  2,Total,4399,4305,94
2011,HA0  3,HA0  3,Total,3710,3649,61
2011,HA0  4,HA0  4,Total,4041,3764,277
2011,HA1  1,HA1  1,Total,2950,2879,71
2011,HA1  2,HA1  2,Total,2988,2896,92
2011,HA1  3,HA1  3,Total,4049,3828,221
2011,HA1  4,HA1  4,Total,5055,4877,178
2011,HA2  0,HA2  0,Total,4201,4068,133
2011,HA2  6,HA2  6,Total,3016,2949,67
2011,HA2  7,HA2  7,Total,2705,2641,64
2011,HA2  8,HA2  8,Total,4655,4501,154
2011,HA2  9,HA2  9,Total,5095,5004,91
2011,HA3  0,HA3  0,Total,3690,3593,97
2011,HA3  5,HA3  5,Total,3703,3559,144
2011,HA3  6,HA3  6,Total,3312,3217,95
2011,HA3  7,HA3  7,Total,4316,4201,115
2011,HA3  8,HA3  8,Total,3705,3650,55
2011,HA3  9,HA3  9,Total,4882,4814,68
2011,HA4  0,HA4  0,Total,3648,3578,70
2011,HA4  6,HA4  6,Total,4385,4236,149
2011,HA4  7,HA4  7,Total,4326,4181,145
2011,HA4  8,HA4  8,Total,3513,3364,149
2011,HA4  9,HA4  9,Total,4245,4152,93
2011,HA5  1,HA5  1,Total,3445,3376,69
2011,HA5  2,HA5  2,Total,3787,3684,103
2011,HA5  3,HA5  3,Total,4376,4278,98
2011,HA5  4,HA5  4,Total,3443,3342,101
2011,HA5  5,HA5  5,Total,3070,2980,90
2011,HA6  1,HA6  1,Total,3733,3539,194
2011,HA6  2,HA6  2,Total,3514,3267,247
2011,HA6  3,HA6  3,Total,2159,2017,142
2011,HA7  1,HA7  1,Total,2701,2599,102
2011,HA7  2,HA7  2,Total,4032,3937,95
2011,HA7  3,HA7  3,Total,3204,3076,128
2011,HA7  4,HA7  4,Total,3591,3463,128
2011,HA8  0,HA8  0,Total,4165,4071,94
2011,HA8  5,HA8  5,Total,3896,3808,88
2011,HA8  6,HA8  6,Total,3919,3819,100
2011,HA8  7,HA8  7,Total,1948,1866,82
2011,HA8  8,HA8  8,Total,5345,5206,139
2011,HA8  9,HA8  9,Total,4272,4177,95
2011,HA9  0,HA9  0,Total,1175,1089,86
2011,HA9  6,HA9  6,Total,3256,3157,99
2011,HA9  7,HA9  7,Total,3022,2900,122
2011,HA9  8,HA9  8,Total,4447,4335,112
2011,HA9  9,HA9  9,Total,4308,4198,110
2011,HD1  1,HD1  1,Total,215,178,37
2011,HD1  3,HD1  3,Total,2742,2528,214
2011,HD1  4,HD1  4,Total,3929,3710,219
2011,HD1  5,HD1  5,Total,1292,1228,64
2011,HD1  6,HD1  6,Total,1380,1245,135
2011,HD2  1,HD2  1,Total,7019,6739,280
2011,HD2  2,HD2  2,Total,5564,5332,232
2011,HD3  3,HD3  3,Total,6877,6584,293
2011,HD3  4,HD3  4,Total,6841,6460,381
2011,HD4  5,HD4  5,Total,5234,4994,240
2011,HD4  6,HD4  6,Total,4972,4731,241
2011,HD4  7,HD4  7,Total,3617,3470,147
2011,HD5  0,HD5  0,Total,2293,2236,57
2011,HD5  8,HD5  8,Total,6341,6063,278
2011,HD5  9,HD5  9,Total,5463,5258,205
2011,HD6  1,HD6  1,Total,1422,1343,79
2011,HD6  2,HD6  2,Total,3552,3429,123
2011,HD6  3,HD6  3,Total,5518,5328,190
2011,HD6  4,HD6  4,Total,2299,2240,59
2011,HD7  4,HD7  4,Total,3724,3535,189
2011,HD7  5,HD7  5,Total,4526,4290,236
2011,HD7  6,HD7  6,Total,2094,1995,99
2011,HD8  0,HD8  0,Total,4621,4456,165
2011,HD8  8,HD8  8,Total,5096,4927,169
2011,HD8  9,HD8  9,Total,4595,4467,128
2011,HD9  1,HD9  1,Total,3212,3071,141
2011,HD9  2,HD9  2,Total,1932,1835,97
2011,HD9  3,HD9  3,Total,1711,1645,66
2011,HD9  4,HD9  4,Total,1761,1663,98
2011,HD9  5,HD9  5,Total,1985,1904,81
2011,HD9  6,HD9  6,Total,2891,2753,138
2011,HD9  7,HD9  7,Total,2161,2071,90
2011,HG1  1,HG1  1,Total,726,661,65
2011,HG1  2,HG1  2,Total,3561,3365,196
2011,HG1  3,HG1  3,Total,3240,3169,71
2011,HG1  4,HG1  4,Total,5653,5448,205
2011,HG1  5,HG1  5,Total,3117,2894,223
2011,HG2  0,HG2  0,Total,4006,3730,276
2011,HG2  7,HG2  7,Total,4875,4741,134
2011,HG2  8,HG2  8,Total,3672,3507,165
2011,HG2  9,HG2  9,Total,2382,2265,117
2011,HG3  1,HG3  1,Total,2258,2154,104
2011,HG3  2,HG3  2,Total,4793,4623,170
2011,HG3  3,HG3  3,Total,1957,1839,118
2011,HG3  4,HG3  4,Total,957,890,67
2011,HG3  5,HG3  5,Total,1728,1548,180
2011,HG4  1,HG4  1,Total,3785,3590,195
2011,HG4  2,HG4  2,Total,3581,3369,212
2011,HG4  3,HG4  3,Total,1871,1750,121
2011,HG4  4,HG4  4,Total,1220,1095,125
2011,HG4  5,HG4  5,Total,1121,1080,41
2011,HG5  0,HG5  0,Total,3946,3819,127
2011,HG5  8,HG5  8,Total,2265,2157,108
2011,HG5  9,HG5  9,Total,1902,1830,72
2011,HP1  1,HP1  1,Total,3800,3355,445
2011,HP1  2,HP1  2,Total,3692,3603,89
2011,HP1  3,HP1  3,Total,3352,3288,64
2011,HP10 0,HP10 0,Total,2335,2271,64
2011,HP10 8,HP10 8,Total,2177,2144,33
2011,HP10 9,HP10 9,Total,3386,3307,79
2011,HP11 1,HP11 1,Total,3265,3132,133
2011,HP11 2,HP11 2,Total,2081,1974,107
2011,HP12 3,HP12 3,Total,4502,4315,187
2011,HP12 4,HP12 4,Total,4240,4154,86
2011,HP13 5,HP13 5,Total,5571,5255,316
2011,HP13 6,HP13 6,Total,4384,4240,144
2011,HP13 7,HP13 7,Total,7410,7238,172
2011,HP14 3,HP14 3,Total,3983,3859,124
2011,HP14 4,HP14 4,Total,3350,3147,203
2011,HP15 6,HP15 6,Total,3307,3198,109
2011,HP15 7,HP15 7,Total,3691,3631,60
2011,HP16 0,HP16 0,Total,2847,2759,88
2011,HP16 9,HP16 9,Total,2063,1968,95
2011,HP17 0,HP17 0,Total,501,477,24
2011,HP17 8,HP17 8,Total,3471,3345,126
2011,HP17 9,HP17 9,Total,388,360,28
2011,HP18 0,HP18 0,Total,2359,2257,102
2011,HP18 9,HP18 9,Total,3089,2959,130
2011,HP19 0,HP19 0,Total,1021,1002,19
2011,HP19 7,HP19 7,Total,2999,2904,95
2011,HP19 8,HP19 8,Total,1451,1401,50
2011,HP19 9,HP19 9,Total,4288,4121,167
2011,HP2  4,HP2  4,Total,4771,4513,258
2011,HP2  5,HP2  5,Total,5444,5346,98
2011,HP2  6,HP2  6,Total,3296,3233,63
2011,HP2  7,HP2  7,Total,3110,3036,74
2011,HP20 1,HP20 1,Total,3248,3160,88
2011,HP20 2,HP20 2,Total,2948,2831,117
2011,HP21 7,HP21 7,Total,4108,3985,123
2011,HP21 8,HP21 8,Total,5160,5032,128
2011,HP21 9,HP21 9,Total,4511,4361,150
2011,HP22 4,HP22 4,Total,2215,2101,114
2011,HP22 5,HP22 5,Total,5420,5220,200
2011,HP22 6,HP22 6,Total,2692,2601,91
2011,HP23 4,HP23 4,Total,2434,2371,63
2011,HP23 5,HP23 5,Total,3396,3314,82
2011,HP23 6,HP23 6,Total,1554,1479,75
2011,HP27 0,HP27 0,Total,2771,2688,83
2011,HP27 9,HP27 9,Total,2486,2415,71
2011,HP3  0,HP3  0,Total,3062,2980,82
2011,HP3  8,HP3  8,Total,3908,3851,57
2011,HP3  9,HP3  9,Total,5967,5839,128
2011,HP4  1,HP4  1,Total,3069,2923,146
2011,HP4  2,HP4  2,Total,3462,3327,135
2011,HP4  3,HP4  3,Total,4000,3887,113
2011,HP5  1,HP5  1,Total,2959,2872,87
2011,HP5  2,HP5  2,Total,4680,4521,159
2011,HP5  3,HP5  3,Total,3041,2913,128
2011,HP6  5,HP6  5,Total,2428,2322,106
2011,HP6  6,HP6  6,Total,3304,3232,72
2011,HP7  0,HP7  0,Total,1933,1822,111
2011,HP7  9,HP7  9,Total,2638,2578,60
2011,HP8  4,HP8  4,Total,2785,2681,104
2011,HP9  1,HP9  1,Total,3673,3558,115
2011,HP9  2,HP9  2,Total,3321,3164,157
2011,HR1  1,HR1  1,Total,5840,5691,149
2011,HR1  2,HR1  2,Total,2766,2593,173
2011,HR1  3,HR1  3,Total,2649,2555,94
2011,HR1  4,HR1  4,Total,2658,2521,137
2011,HR2  0,HR2  0,Total,2067,1851,216
2011,HR2  6,HR2  6,Total,3531,3438,93
2011,HR2  7,HR2  7,Total,6622,6472,150
2011,HR2  8,HR2  8,Total,2164,2002,162
2011,HR2  9,HR2  9,Total,2474,2387,87
2011,HR3  5,HR3  5,Total,2506,2211,295
2011,HR3  6,HR3  6,Total,1435,1291,144
2011,HR4  0,HR4  0,Total,4858,4712,146
2011,HR4  7,HR4  7,Total,2370,2286,84
2011,HR4  8,HR4  8,Total,2624,2481,143
2011,HR4  9,HR4  9,Total,3784,3644,140
2011,HR5  3,HR5  3,Total,2245,2030,215
2011,HR6  0,HR6  0,Total,2055,1907,148
2011,HR6  8,HR6  8,Total,4950,4737,213
2011,HR6  9,HR6  9,Total,2476,2264,212
2011,HR7  4,HR7  4,Total,3328,3131,197
2011,HR8  1,HR8  1,Total,2149,1994,155
2011,HR8  2,HR8  2,Total,4314,4137,177
2011,HR9  5,HR9  5,Total,3335,3096,239
2011,HR9  6,HR9  6,Total,2059,1866,193
2011,HR9  7,HR9  7,Total,4440,4183,257
2011,HU1  1,HU1  1,Total,708,636,72
2011,HU1  2,HU1  2,Total,1420,1362,58
2011,HU1  3,HU1  3,Total,131,124,7
2011,HU10 6,HU10 6,Total,4844,4677,167
2011,HU10 7,HU10 7,Total,3558,3420,138
2011,HU11 4,HU11 4,Total,3627,3530,97
2011,HU11 5,HU11 5,Total,1658,1609,49
2011,HU12 0,HU12 0,Total,2440,2294,146
2011,HU12 8,HU12 8,Total,4973,4815,158
2011,HU12 9,HU12 9,Total,3871,3762,109
2011,HU13 0,HU13 0,Total,3192,3093,99
2011,HU13 9,HU13 9,Total,3311,3213,98
2011,HU14 3,HU14 3,Total,3592,3467,125
2011,HU15 1,HU15 1,Total,5276,5107,169
2011,HU15 2,HU15 2,Total,4756,4610,146
2011,HU16 4,HU16 4,Total,3131,3022,109
2011,HU16 5,HU16 5,Total,4013,3897,116
2011,HU17 0,HU17 0,Total,4781,4605,176
2011,HU17 5,HU17 5,Total,1182,1152,30
2011,HU17 7,HU17 7,Total,3747,3620,127
2011,HU17 8,HU17 8,Total,5028,4842,186
2011,HU17 9,HU17 9,Total,4631,4514,117
2011,HU18 1,HU18 1,Total,4114,3886,228
2011,HU19 2,HU19 2,Total,3338,3098,240
2011,HU2  0,HU2  0,Total,548,536,12
2011,HU2  8,HU2  8,Total,1043,984,59
2011,HU2  9,HU2  9,Total,663,650,13
2011,HU20 3,HU20 3,Total,430,422,8
2011,HU3  1,HU3  1,Total,3412,3196,216
2011,HU3  2,HU3  2,Total,2965,2842,123
2011,HU3  3,HU3  3,Total,2196,2073,123
2011,HU3  5,HU3  5,Total,1280,1244,36
2011,HU3  6,HU3  6,Total,3749,3573,176
2011,HU4  6,HU4  6,Total,5596,5563,33
2011,HU4  7,HU4  7,Total,4695,4639,56
2011,HU5  1,HU5  1,Total,2404,2290,114
2011,HU5  2,HU5  2,Total,4131,3876,255
2011,HU5  3,HU5  3,Total,4876,4602,274
2011,HU5  4,HU5  4,Total,3928,3834,94
2011,HU5  5,HU5  5,Total,8288,8031,257
2011,HU6  0,HU6  0,Total,225,220,5
2011,HU6  7,HU6  7,Total,5047,4857,190
2011,HU6  8,HU6  8,Total,4141,4023,118
2011,HU6  9,HU6  9,Total,5403,5014,389
2011,HU7  0,HU7  0,Total,841,820,21
2011,HU7  3,HU7  3,Total,2733,2645,88
2011,HU7  4,HU7  4,Total,9894,9650,244
2011,HU7  5,HU7  5,Total,2018,1963,55
2011,HU7  6,HU7  6,Total,2140,2093,47
2011,HU8  0,HU8  0,Total,4020,3895,125
2011,HU8  7,HU8  7,Total,1165,1110,55
2011,HU8  8,HU8  8,Total,3998,3868,130
2011,HU8  9,HU8  9,Total,6415,6258,157
2011,HU9  1,HU9  1,Total,2355,2281,74
2011,HU9  2,HU9  2,Total,2963,2827,136
2011,HU9  3,HU9  3,Total,4431,4335,96
2011,HU9  4,HU9  4,Total,5920,5783,137
2011,HU9  5,HU9  5,Total,3565,3477,88
2011,HX1  1,HX1  1,Total,411,376,35
2011,HX1  2,HX1  2,Total,2241,2037,204
2011,HX1  3,HX1  3,Total,2893,2700,193
2011,HX1  4,HX1  4,Total,2537,2344,193
2011,HX1  5,HX1  5,Total,1583,1478,105
2011,HX2  0,HX2  0,Total,3934,3827,107
2011,HX2  6,HX2  6,Total,2262,2145,117
2011,HX2  7,HX2  7,Total,2807,2741,66
2011,HX2  8,HX2  8,Total,3122,2996,126
2011,HX2  9,HX2  9,Total,3856,3793,63
2011,HX3  0,HX3  0,Total,3359,3261,98
2011,HX3  5,HX3  5,Total,3530,3437,93
2011,HX3  6,HX3  6,Total,3308,3128,180
2011,HX3  7,HX3  7,Total,4308,4183,125
2011,HX3  8,HX3  8,Total,3286,3179,107
2011,HX3  9,HX3  9,Total,3200,3120,80
2011,HX4  0,HX4  0,Total,712,693,19
2011,HX4  8,HX4  8,Total,2810,2744,66
2011,HX4  9,HX4  9,Total,1792,1758,34
2011,HX5  0,HX5  0,Total,2737,2655,82
2011,HX5  9,HX5  9,Total,2030,1950,80
2011,HX6  1,HX6  1,Total,1850,1819,31
2011,HX6  2,HX6  2,Total,3070,2933,137
2011,HX6  3,HX6  3,Total,1459,1390,69
2011,HX6  4,HX6  4,Total,2285,2185,100
2011,HX7  5,HX7  5,Total,2280,2175,105
2011,HX7  6,HX7  6,Total,1126,1081,45
2011,HX7  7,HX7  7,Total,1224,1155,69
2011,HX7  8,HX7  8,Total,1860,1772,88
2011,IG1  1,IG1  1,Total,4423,4276,147
2011,IG1  2,IG1  2,Total,6321,6186,135
2011,IG1  3,IG1  3,Total,5682,5566,116
2011,IG1  4,IG1  4,Total,4275,4127,148
2011,IG10 1,IG10 1,Total,2800,2686,114
2011,IG10 2,IG10 2,Total,4105,3971,134
2011,IG10 3,IG10 3,Total,4655,4513,142
2011,IG10 4,IG10 4,Total,2049,1981,68
2011,IG11 0,IG11 0,Total,3639,3587,52
2011,IG11 7,IG11 7,Total,6086,5945,141
2011,IG11 8,IG11 8,Total,3061,2974,87
2011,IG11 9,IG11 9,Total,6836,6702,134
2011,IG2  6,IG2  6,Total,4973,4799,174
2011,IG2  7,IG2  7,Total,4931,4819,112
2011,IG3  8,IG3  8,Total,5563,5441,122
2011,IG3  9,IG3  9,Total,5892,5788,104
2011,IG4  5,IG4  5,Total,2789,2734,55
2011,IG5  0,IG5  0,Total,5939,5814,125
2011,IG6  1,IG6  1,Total,3059,2973,86
2011,IG6  2,IG6  2,Total,4690,4599,91
2011,IG6  3,IG6  3,Total,2827,2763,64
2011,IG7  4,IG7  4,Total,3084,3020,64
2011,IG7  5,IG7  5,Total,3311,3180,131
2011,IG7  6,IG7  6,Total,1816,1716,100
2011,IG8  0,IG8  0,Total,3531,3403,128
2011,IG8  7,IG8  7,Total,3771,3694,77
2011,IG8  8,IG8  8,Total,3349,3268,81
2011,IG8  9,IG8  9,Total,3730,3648,82
2011,IG9  5,IG9  5,Total,3439,3251,188
2011,IG9  6,IG9  6,Total,2326,2269,57
2011,IP1  1,IP1  1,Total,419,346,73
2011,IP1  2,IP1  2,Total,2871,2648,223
2011,IP1  3,IP1  3,Total,1561,1453,108
2011,IP1  4,IP1  4,Total,3648,3535,113
2011,IP1  5,IP1  5,Total,4020,3912,108
2011,IP1  6,IP1  6,Total,4996,4913,83
2011,IP10 0,IP10 0,Total,1381,1326,55
2011,IP11 0,IP11 0,Total,2347,2298,49
2011,IP11 2,IP11 2,Total,3969,3871,98
2011,IP11 7,IP11 7,Total,3170,2931,239
2011,IP11 9,IP11 9,Total,4148,4008,140
2011,IP12 1,IP12 1,Total,3372,3162,210
2011,IP12 2,IP12 2,Total,2653,2302,351
2011,IP12 3,IP12 3,Total,1889,1657,232
2011,IP12 4,IP12 4,Total,3518,3268,250
2011,IP13 0,IP13 0,Total,1827,1681,146
2011,IP13 6,IP13 6,Total,2038,1920,118
2011,IP13 7,IP13 7,Total,1386,1273,113
2011,IP13 8,IP13 8,Total,1051,958,93
2011,IP13 9,IP13 9,Total,1832,1684,148
2011,IP14 1,IP14 1,Total,4243,4117,126
2011,IP14 2,IP14 2,Total,2760,2695,65
2011,IP14 3,IP14 3,Total,1934,1852,82
2011,IP14 4,IP14 4,Total,2522,2451,71
2011,IP14 5,IP14 5,Total,3556,3444,112
